Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.41     0.00   128116     0.00     0.00  std::complex<double>* std::__relocate_a<std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> > >(std::complex<double>*, std::complex<double>*, std::complex<double>*, std::allocator<std::complex<double> >&)
  0.00      1.41     0.00   128090     0.00     0.00  std::char_traits<char>::compare(char const*, char const*, unsigned long)
  0.00      1.41     0.00   128009     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_impl::_Vector_impl(std::allocator<double> const&)
  0.00      1.41     0.00   128009     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long)
  0.00      1.41     0.00   128009     0.00     0.00  std::_Vector_base<double, std::allocator<double> >::_Vector_base(unsigned long, std::allocator<double> const&)
  0.00      1.41     0.00   128009     0.00     0.00  std::vector<double, std::allocator<double> >::_S_check_init_len(unsigned long, std::allocator<double> const&)
  0.00      1.41     0.00   128008     0.00     0.00  Matrix<std::complex<double> >::n_col()
  0.00      1.41     0.00   128008     0.00     0.00  std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_impl::_Vector_impl(std::allocator<std::complex<double> > const&)
  0.00      1.41     0.00   128008     0.00     0.00  std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_M_create_storage(unsigned long)
  0.00      1.41     0.00   128008     0.00     0.00  std::_Vector_base<std::complex<double>, std::allocator<std::complex<double> > >::_Vector_base(unsigned long, std::allocator<std::complex<double> > const&)
  0.00      1.41     0.00   128008     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_S_check_init_len(unsigned long, std::allocator<std::complex<double> > const&)
  0.00      1.41     0.00   128008     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > >::_M_default_initialize(unsigned long)
  0.00      1.41     0.00   128008     0.00     0.00  std::vector<std::complex<double>, std::allocator<std::complex<double> > >::vector(unsigned long, std::allocator<std::complex<double> > const&)
  0.00      1.41     0.00   128008     0.00     0.00  std::vector<double, std::allocator<double> >::_M_default_initialize(unsigned long)
  0.00      1.41     0.00   128008     0.00     0.00  std::vector<double, std::allocator<double> >::vector(unsigned long, std::allocator<double> const&)
  0.00      1.41     0.00   128008     0.00     0.00  void std::fill<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int const&)
  0.00      1.41     0.00   128008     0.00     0.00  void std::__fill_a<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int const&)
  0.00      1.41     0.00   128008     0.00     0.00  void std::__fill_a1<double*, std::vector<double, std::allocator<double> >, int>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, int const&)
  0.00      1.41     0.00   128008     0.00     0.00  __gnu_cxx::__enable_if<std::__is_scalar<int>::__value, void>::__type std::__fill_a1<double*, int>(double*, double*, int const&)
  0.00      1.41     0.00   128000     0.00     0.00  Hamiltonian::DiagonalizeCluster(char)
  0.00      1.41     0.00   128000     0.00     0.00  Hamiltonian::InteractionsUpdate(int, int, std::vector<double, std::allocator<double> >&)
  0.00      1.41     0.00   128000     0.00     0.00  MFParams::FieldThrow(int, int, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >)
  0.00      1.41     0.00   128000     0.00     0.00  double const& std::min<double>(double const&, double const&)
  0.00      1.41     0.00    87269     0.00     0.00  Hamiltonian::copy_eigs_Cluster(int)
  0.00      1.41     0.00    27840     0.00     0.00  std::complex<double>& std::complex<double>::operator*=<double>(std::complex<double> const&)
  0.00      1.41     0.00    27840     0.00     0.00  std::complex<double> std::operator*<double>(std::complex<double> const&, std::complex<double> const&)
  0.00      1.41     0.00    11928     0.00     0.00  std::setw(int)
  0.00      1.41     0.00     5578     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::__normal_iterator(double const* const&)
  0.00      1.41     0.00     5578     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >::base() const
  0.00      1.41     0.00     4770     0.00     0.00  __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > std::__miter_base<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     4770     0.00     0.00  double const* std::__niter_base<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     4768     0.00     0.00  double* std::__niter_base<double*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     3296     0.00     0.00  std::complex<double>::operator/=(double)
  0.00      1.41     0.00     3296     0.00     0.00  std::complex<double> std::operator/<double>(std::complex<double> const&, double const&)
  0.00      1.41     0.00     3168     0.00     0.00  Observables::SiSjQ_Mean(int, int, int, int)
  0.00      1.41     0.00     3168     0.00     0.00  Observables::SiSj_Mean(int, int, int, int)
  0.00      1.41     0.00     2789     0.00     0.00  std::vector<double, std::allocator<double> >::end() const
  0.00      1.41     0.00     2789     0.00     0.00  std::vector<double, std::allocator<double> >::begin() const
  0.00      1.41     0.00     2785     0.00     0.00  std::vector<double, std::allocator<double> >::capacity() const
  0.00      1.41     0.00     2385     0.00     0.00  double* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<double const, double>(double const*, double const*, double*)
  0.00      1.41     0.00     2385     0.00     0.00  std::vector<double, std::allocator<double> >::operator=(std::vector<double, std::allocator<double> > const&)
  0.00      1.41     0.00     2385     0.00     0.00  std::vector<double, std::allocator<double> > const* std::__addressof<std::vector<double, std::allocator<double> > const>(std::vector<double, std::allocator<double> > const&)
  0.00      1.41     0.00     2385     0.00     0.00  double* std::__copy_move_a1<false, double const*, double*>(double const*, double const*, double*)
  0.00      1.41     0.00     2385     0.00     0.00  double* std::__copy_move_a2<false, double const*, double*>(double const*, double const*, double*)
  0.00      1.41     0.00     2384     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >::operator+(long) const
  0.00      1.41     0.00     2384     0.00     0.00  void std::_Destroy_aux<true>::__destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     2384     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__niter_wrap<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double*)
  0.00      1.41     0.00     2384     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::__copy_move_a<false, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     2384     0.00     0.00  __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > std::copy<__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     2384     0.00     0.00  void std::_Destroy<__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > > >(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, __gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >)
  0.00      1.41     0.00     1600     0.00     0.00  Observables::Omega(int)
  0.00      1.41     0.00     1232     0.00     0.00  std::mersenne_twister_engine<unsigned long, 64ul, 312ul, 156ul, 31ul, 13043109905998158313ul, 29ul, 6148914691236517205ul, 17ul, 8202884508482404352ul, 37ul, 18444473444759240704ul, 43ul, 6364136223846793005ul>::_M_gen_rand()
  0.00      1.41     0.00     1091     0.00     0.00  bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&)
  0.00      1.41     0.00     1056     0.00     0.00  Observables::SiSj_square_Mean(int, int, int, int)
  0.00      1.41     0.00     1056     0.00     0.00  Observables::SiSjQ_square_Mean(int, int, int, int)
  0.00      1.41     0.00      624     0.00     0.00  std::__detail::_Mod<unsigned long, 0ul, 1ul, 0ul, true, false>::__calc(unsigned long)
  0.00      1.41     0.00      624     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 0ul, 1ul, 0ul>(unsigned long)
  0.00      1.41     0.00      622     0.00     0.00  std::__detail::_Mod<unsigned long, 312ul, 1ul, 0ul, true, true>::__calc(unsigned long)
  0.00      1.41     0.00      622     0.00     0.00  unsigned long std::__detail::__mod<unsigned long, 312ul, 1ul, 0ul>(unsigned long)
  0.00      1.41     0.00      573     0.00     0.00  std::vector<std::vector<double, std::allocator<double> >, std::allocator<std::vector<double, std::allocator<double> > > >::size() const
  0.00      1.41     0.00      440     0.00     0.00  Hamiltonian::GetCLEnergy()
  0.00      1.41     0.00      436     0.00     0.00  Observables::SiSjFULL()
  0.00      1.41     0.00      432     0.00     0.00  std::vector<std::vector<std::complex<double>, std::allocator<std::complex<double> > >, std::allocator<std::vector<std::complex<double>, std::allocator<std::complex<double> > > > >::size() const
  0.00      1.41     0.00      428     0.00     0.00  std::vector<double, std::allocator<double> >::_M_erase_at_end(double*)
  0.00      1.41     0.00      408     0.00     0.00  std::vector<double, std::allocator<double> >* std::__addressof<std::vector<double, std::allocator<double> > >(std::vector<double, std::allocator<double> >&)
  0.00      1.41     0.00      404     0.00     0.00  bool __gnu_cxx::operator==<double const*, std::vector<double, std::allocator<double> > >(__gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&, __gnu_cxx::__normal_iterator<double const*, std::vector<double, std::allocator<double> > > const&)
  0.00      1.41     0.00      404     0.00     0.00  std::vector<double, std::allocator<double> >::empty() const
  0.00      1.41     0.00      400     0.00     0.00  Observables::DOS_Average()
  0.00      1.41     0.00      400     0.00     0.00  Observables::SiSj_Average()
  0.00      1.41     0.00      400     0.00     0.00  Observables::SiSjQ_Average()
  0.00      1.41     0.00      400     0.00     0.00  Observables::Total_Energy_Average(double, double)
  0.00      1.41     0.00      400     0.00     0.00  MFParams::Adjust_MCWindow()
  0.00      1.41     0.00      400     0.00     0.00  MFParams::Calculate_Fields_Avg()
  0.00      1.41     0.00      400     0.00     0.00  std::vector<double, std::allocator<double> >::_M_fill_assign(unsigned long, double const&)
